Employee_ID,Name,Age,Department,Gender,Experience_Years,Monthly_Salary,Performance_Rating,Attendance_%,Attrition
12441,Employee_2441,40,Marketing,Female,6,18974,4,96.82,Yes
12442,Employee_2442,44,HR,Male,26,119209,3,73.49,No
12443,Employee_2443,45,Finance,Female,7,117769,2,83.64,No
12444,Employee_2444,56,Finance,Male,8,100222,2,82.86,No
12445,Employee_2445,41,Finance,Male,27,54713,2,80.09,No
12446,Employee_2446,50,IT,Male,14,27636,1,70.01,No
12447,Employee_2447,44,HR,Female,1,50070,4,96.73,Yes
12448,Employee_2448,50,Marketing,Male,6,44123,2,93.33,No
12449,Employee_2449,42,Marketing,Female,17,46812,5,89.59,No
12450,Employee_2450,48,Finance,Male,21,43760,3,73.87,No
12451,Employee_2451,27,HR,Female,9,19966,1,81.35,No
12452,Employee_2452,55,HR,Male,32,98962,3,97.73,Yes
12453,Employee_2453,48,HR,Female,6,94698,4,88.51,No
12454,Employee_2454,34,Sales,Male,2,31058,5,88.1,No
12455,Employee_2455,30,Sales,Male,13,56482,4,97.39,No
12456,Employee_2456,36,Finance,Male,12,17998,2,86.8,No
12457,Employee_2457,36,HR,Female,15,76265,3,87.93,No
12458,Employee_2458,51,Operations,Male,15,81445,5,80.37,No
12459,Employee_2459,45,HR,Male,4,49648,3,81.14,No
12460,Employee_2460,33,Marketing,Male,24,75623,1,90.57,No
12461,Employee_2461,26,Marketing,Male,25,93033,5,79.61,No
12462,Employee_2462,29,Finance,Female,12,99480,1,86.77,No
12463,Employee_2463,56,Operations,Male,25,22527,5,78.38,No
12464,Employee_2464,40,HR,Male,0,119000,2,74.98,Yes
12465,Employee_2465,38,Operations,Female,7,18072,3,83.63,No
12466,Employee_2466,41,Finance,Female,3,27018,3,76.52,Yes
12467,Employee_2467,24,Marketing,Female,20,44652,4,96.95,No
12468,Employee_2468,53,Marketing,Male,21,19476,5,79.11,Yes
12469,Employee_2469,47,Sales,Female,2,110768,5,87.92,No
12470,Employee_2470,27,Finance,Female,18,42482,1,77.9,No
12471,Employee_2471,26,Finance,Female,0,117793,5,77.74,No
12472,Employee_2472,35,HR,Male,28,77513,3,80.52,No
12473,Employee_2473,38,HR,Male,22,101411,5,97.48,No
12474,Employee_2474,52,Sales,Male,32,31219,4,81.74,No
12475,Employee_2475,31,IT,Female,22,45448,4,94.64,No
12476,Employee_2476,40,Operations,Male,4,94903,3,75.92,No
12477,Employee_2477,44,IT,Female,6,40120,3,71.45,No
12478,Employee_2478,35,IT,Female,5,21855,3,93.45,No
12479,Employee_2479,27,Finance,Female,21,71553,5,86.26,No
12480,Employee_2480,41,Operations,Male,12,83633,5,85.11,Yes
12481,Employee_2481,46,Finance,Female,11,59585,2,78.17,No
12482,Employee_2482,34,Operations,Female,3,100425,1,72.17,No
12483,Employee_2483,57,Marketing,Male,7,16084,5,84.49,No
12484,Employee_2484,41,Finance,Female,30,113856,2,96.02,No
12485,Employee_2485,38,Finance,Female,25,36944,2,73.6,No
12486,Employee_2486,25,Finance,Female,7,48921,4,97.88,Yes
12487,Employee_2487,23,Sales,Male,32,76282,5,78.24,Yes
12488,Employee_2488,43,Finance,Female,28,102393,2,85.97,No
12489,Employee_2489,46,HR,Male,4,66397,4,72,No
12490,Employee_2490,57,HR,Male,27,33070,1,82.75,Yes
12491,Employee_2491,44,Operations,Female,16,69987,4,73.78,No
12492,Employee_2492,39,Marketing,Female,22,71690,1,71.44,No
12493,Employee_2493,45,Sales,Female,8,105011,3,99,No
12494,Employee_2494,41,Operations,Female,1,76134,3,91.9,No
12495,Employee_2495,32,HR,Male,31,102755,4,91.57,No
12496,Employee_2496,53,Sales,Male,30,74439,3,72.72,No
12497,Employee_2497,24,Sales,Female,6,46489,5,97.88,No
12498,Employee_2498,27,Marketing,Male,29,38178,4,84.08,No
12499,Employee_2499,42,Sales,Female,2,94019,2,95.57,No
12500,Employee_2500,53,Finance,Female,8,72956,5,70.38,Yes
12501,Employee_2501,37,Sales,Female,9,62802,4,78.95,No
12502,Employee_2502,44,Marketing,Female,25,77778,1,99.88,No
12503,Employee_2503,54,Operations,Male,0,72719,3,82.84,No
12504,Employee_2504,48,Marketing,Male,29,48573,3,96.65,No
12505,Employee_2505,59,Marketing,Female,14,48688,3,79.84,No
12506,Employee_2506,42,HR,Female,24,112065,4,85.76,No
12507,Employee_2507,37,Finance,Male,5,114747,5,95.63,No
12508,Employee_2508,54,HR,Male,17,61475,1,88.17,No
12509,Employee_2509,26,Operations,Male,0,65697,3,91.76,Yes
12510,Employee_2510,26,IT,Female,2,48978,5,76.86,No
12511,Employee_2511,54,Operations,Male,16,44677,2,74.68,No
12512,Employee_2512,21,Finance,Female,7,96540,2,76.91,No
12513,Employee_2513,30,Sales,Female,16,25272,1,84.79,No
12514,Employee_2514,41,Marketing,Male,24,21212,3,94.03,Yes
12515,Employee_2515,25,IT,Female,11,36071,2,80.62,No
12516,Employee_2516,22,Finance,Male,28,90236,5,86.94,No
12517,Employee_2517,42,HR,Female,24,110516,5,94.14,Yes
12518,Employee_2518,22,Marketing,Female,24,32297,2,77.16,Yes
12519,Employee_2519,30,Operations,Female,28,66932,3,96.49,No
12520,Employee_2520,54,HR,Female,10,71884,1,98.59,No
12521,Employee_2521,36,Finance,Female,3,43625,3,71.17,No
12522,Employee_2522,59,Finance,Female,13,43831,4,71.77,No
12523,Employee_2523,42,Operations,Male,16,71478,2,72.73,No
12524,Employee_2524,32,IT,Male,1,77909,4,93.3,No
12525,Employee_2525,44,Operations,Female,7,44367,2,75.68,No
12526,Employee_2526,58,Sales,Male,9,60813,1,91.77,No
12527,Employee_2527,30,HR,Female,6,115874,3,83.24,No
12528,Employee_2528,55,IT,Male,15,35121,3,95.09,No
12529,Employee_2529,52,Marketing,Male,13,50547,2,94.26,No
12530,Employee_2530,27,Sales,Female,15,78642,5,98.79,No
12531,Employee_2531,41,IT,Male,24,39914,4,77.53,Yes
12532,Employee_2532,40,HR,Female,3,32178,3,76.88,Yes
12533,Employee_2533,46,Finance,Male,28,82258,3,70.95,Yes
12534,Employee_2534,24,Marketing,Female,5,94421,2,82.31,No
12535,Employee_2535,42,Operations,Male,0,75563,5,83.77,No
12536,Employee_2536,35,HR,Female,0,65050,4,98.94,No
12537,Employee_2537,41,Sales,Male,2,77607,5,94.92,No
12538,Employee_2538,35,Sales,Female,0,80638,5,75,Yes
12539,Employee_2539,42,Finance,Male,0,107971,2,93.95,No
12540,Employee_2540,48,Finance,Female,20,28262,5,75.35,Yes
12541,Employee_2541,34,Marketing,Male,29,22453,4,72.33,No
12542,Employee_2542,47,Operations,Female,31,60174,1,95.11,Yes
12543,Employee_2543,48,Marketing,Male,32,92760,1,99.28,No
12544,Employee_2544,46,Finance,Female,21,21172,4,72.64,No
12545,Employee_2545,22,Finance,Female,29,91788,2,94.42,No
12546,Employee_2546,45,Sales,Female,3,32918,3,95.78,No
12547,Employee_2547,23,Finance,Female,22,22197,2,73.56,No
12548,Employee_2548,28,IT,Male,24,112127,4,78.5,Yes
12549,Employee_2549,53,HR,Male,11,28677,5,92.01,No
12550,Employee_2550,55,Finance,Male,16,26039,1,94.23,No
12551,Employee_2551,26,Marketing,Female,14,42785,5,80.62,No
12552,Employee_2552,59,Operations,Female,9,19570,2,74.8,Yes
12553,Employee_2553,43,Operations,Female,34,87242,4,89.45,Yes
12554,Employee_2554,45,Operations,Female,28,26655,1,91.06,No
12555,Employee_2555,39,IT,Female,11,113738,4,85.11,Yes
12556,Employee_2556,25,Marketing,Male,0,62907,1,74.35,No
12557,Employee_2557,31,IT,Male,0,24449,1,95.33,No
12558,Employee_2558,32,Finance,Male,9,39630,1,89.36,No
12559,Employee_2559,30,HR,Female,17,89658,2,96.07,No
12560,Employee_2560,28,Operations,Female,1,61371,4,97.99,No
12561,Employee_2561,44,Marketing,Female,7,25991,3,94.17,No
12562,Employee_2562,48,Operations,Female,21,39887,3,98.76,Yes
12563,Employee_2563,56,IT,Female,21,28859,3,98.63,Yes
12564,Employee_2564,57,Sales,Female,25,38640,4,88.58,No
12565,Employee_2565,41,Finance,Female,25,63339,5,91.85,No
12566,Employee_2566,28,HR,Male,8,106068,4,90.98,No
12567,Employee_2567,29,Finance,Male,20,119765,1,88.63,No
12568,Employee_2568,35,Sales,Female,30,68235,5,70.58,No
12569,Employee_2569,38,HR,Female,5,119300,1,80.68,Yes
12570,Employee_2570,40,Sales,Female,13,118156,1,73,No
12571,Employee_2571,26,Finance,Male,32,17512,4,79.01,No
12572,Employee_2572,32,IT,Male,6,95982,3,72.06,No
12573,Employee_2573,22,Finance,Female,23,36912,5,97.6,Yes
12574,Employee_2574,27,Finance,Male,8,114567,2,83.54,No
12575,Employee_2575,36,Finance,Male,10,50515,3,75.68,No
12576,Employee_2576,23,Marketing,Male,22,30416,2,87.54,No
12577,Employee_2577,23,Sales,Female,1,87816,4,75.89,No
12578,Employee_2578,47,Sales,Male,14,91510,5,94.13,No
12579,Employee_2579,58,Operations,Male,34,58746,4,79.18,No
12580,Employee_2580,53,Sales,Female,27,58775,2,79.45,No
12581,Employee_2581,48,Operations,Female,3,117067,1,96.1,No
12582,Employee_2582,21,Marketing,Male,9,27227,4,86.78,No
12583,Employee_2583,28,IT,Female,5,28031,5,96.62,No
12584,Employee_2584,57,Operations,Male,29,48000,4,82.39,No
12585,Employee_2585,52,Finance,Male,34,66253,3,80.32,Yes
12586,Employee_2586,57,IT,Female,9,82564,4,85.19,No
12587,Employee_2587,24,Marketing,Female,31,110969,2,71.84,No
12588,Employee_2588,50,Sales,Male,2,33313,4,74.63,No
12589,Employee_2589,26,Operations,Female,25,90186,5,76.59,No
12590,Employee_2590,39,Finance,Female,14,106760,4,94.5,No
12591,Employee_2591,52,HR,Male,16,72751,4,92.01,No
12592,Employee_2592,29,HR,Male,26,67492,5,75.8,Yes
12593,Employee_2593,32,IT,Male,17,45364,4,78.3,No
12594,Employee_2594,31,Sales,Male,18,33361,5,98.33,Yes
12595,Employee_2595,36,HR,Male,11,82949,2,72.57,Yes
12596,Employee_2596,21,IT,Male,23,46070,5,86.42,No
12597,Employee_2597,41,Marketing,Female,4,118722,2,85.66,No
12598,Employee_2598,50,IT,Female,23,37409,2,91.77,No
12599,Employee_2599,33,IT,Male,26,44854,5,77.84,No
12600,Employee_2600,54,IT,Female,29,111742,4,98.04,No
12601,Employee_2601,24,Finance,Female,14,44655,3,82.32,No
12602,Employee_2602,48,IT,Male,33,24952,5,78.57,No
12603,Employee_2603,58,Operations,Female,26,51365,4,80.11,Yes
12604,Employee_2604,51,IT,Female,19,98298,2,80.46,No
12605,Employee_2605,47,Finance,Male,31,81156,1,75.97,Yes
12606,Employee_2606,25,Finance,Female,3,114233,3,97.84,No
12607,Employee_2607,45,Marketing,Female,4,71724,4,75.25,No
12608,Employee_2608,23,Sales,Male,7,30455,3,96.48,No
12609,Employee_2609,53,HR,Female,21,102746,1,82.15,No
12610,Employee_2610,24,HR,Female,6,62673,1,78.08,Yes
12611,Employee_2611,45,IT,Female,21,15974,1,75.96,No
12612,Employee_2612,40,Marketing,Male,29,27679,5,85.13,No
12613,Employee_2613,54,IT,Male,15,76791,3,90.08,No
12614,Employee_2614,46,HR,Female,14,42429,5,96.95,No
12615,Employee_2615,25,Finance,Female,4,33073,1,89.57,No
12616,Employee_2616,55,Sales,Male,2,85207,4,84.51,No
12617,Employee_2617,48,Marketing,Male,22,45365,1,71,Yes
12618,Employee_2618,49,Finance,Female,9,70928,5,97.46,Yes
12619,Employee_2619,29,Sales,Male,4,89453,1,97.07,No
12620,Employee_2620,58,Marketing,Female,22,22784,1,81.36,No
12621,Employee_2621,26,Marketing,Female,14,113962,5,70.87,No
12622,Employee_2622,39,HR,Male,17,116201,5,92,No
12623,Employee_2623,31,Finance,Male,24,27291,4,93.75,No
12624,Employee_2624,22,Marketing,Female,7,99462,5,86.27,No
12625,Employee_2625,29,Operations,Female,30,41154,4,82.09,No
12626,Employee_2626,41,Marketing,Male,20,40650,2,95.53,Yes
12627,Employee_2627,44,Sales,Female,1,83741,2,75.78,No
12628,Employee_2628,54,HR,Male,21,117348,5,83.19,No
12629,Employee_2629,42,IT,Male,7,110830,1,70.73,No
12630,Employee_2630,23,HR,Male,22,51201,3,74.92,No
12631,Employee_2631,32,IT,Male,31,54479,1,98.22,No
12632,Employee_2632,48,Finance,Male,7,87920,5,87.34,No
12633,Employee_2633,50,Finance,Female,3,97797,4,94.17,No
12634,Employee_2634,46,Marketing,Male,29,65243,1,84.6,No
12635,Employee_2635,41,Operations,Male,18,83595,2,95.04,No
12636,Employee_2636,48,Finance,Male,22,46734,5,86.17,No
12637,Employee_2637,46,Marketing,Male,17,103927,1,70.14,No
12638,Employee_2638,53,HR,Male,28,96451,1,96.99,Yes
12639,Employee_2639,41,Finance,Male,22,114978,4,74.46,No
12640,Employee_2640,55,HR,Male,32,57568,4,83.52,Yes
12641,Employee_2641,54,HR,Female,17,40793,4,84.3,No
12642,Employee_2642,38,Operations,Female,32,67204,3,71.42,No
12643,Employee_2643,31,Finance,Female,6,61746,5,71.59,No
12644,Employee_2644,43,HR,Female,27,46989,5,92.88,Yes
12645,Employee_2645,42,Operations,Male,0,64465,2,79.01,No
12646,Employee_2646,37,Operations,Female,33,105841,2,82.29,No
12647,Employee_2647,25,Finance,Male,18,76383,5,86.92,Yes
12648,Employee_2648,31,Operations,Female,30,31767,1,81.2,No
12649,Employee_2649,50,Finance,Female,12,53652,5,93.25,No
12650,Employee_2650,35,Finance,Male,23,98732,3,96.53,No
12651,Employee_2651,47,IT,Male,4,99244,2,71.79,Yes
12652,Employee_2652,55,HR,Female,22,28383,2,89.06,No
12653,Employee_2653,53,Sales,Female,18,85784,2,79.53,Yes
12654,Employee_2654,40,Finance,Female,0,116733,5,87.5,Yes
12655,Employee_2655,36,HR,Female,32,75089,2,84.52,Yes
12656,Employee_2656,54,Operations,Male,32,41440,2,80.01,No
12657,Employee_2657,22,Marketing,Female,31,67443,5,72.84,No
12658,Employee_2658,55,Finance,Female,27,71325,1,86.78,No
12659,Employee_2659,48,Operations,Female,11,101766,2,73.38,No
12660,Employee_2660,59,Operations,Female,8,110190,2,74.68,No
12661,Employee_2661,26,Operations,Female,10,70919,2,99.47,No
12662,Employee_2662,29,Operations,Male,32,31611,3,79.5,No
12663,Employee_2663,40,Operations,Male,18,78483,5,87.53,Yes
12664,Employee_2664,21,Finance,Male,33,37457,2,78.17,No
12665,Employee_2665,28,Sales,Male,6,25256,3,95.97,No
12666,Employee_2666,43,IT,Male,30,69856,1,78.5,No
12667,Employee_2667,23,Operations,Female,1,55533,1,81.01,Yes
12668,Employee_2668,24,Operations,Male,18,114826,3,88.25,Yes
12669,Employee_2669,45,IT,Male,31,113995,1,96.1,No
12670,Employee_2670,58,Finance,Female,9,43281,4,94.49,No
12671,Employee_2671,35,HR,Male,7,82275,1,77.92,No
12672,Employee_2672,41,Marketing,Male,25,16525,4,94.89,No
12673,Employee_2673,55,Marketing,Male,29,31453,3,91.04,Yes
12674,Employee_2674,34,HR,Male,10,21251,4,99.69,No
12675,Employee_2675,56,Finance,Female,19,34507,1,98.06,No
12676,Employee_2676,32,Marketing,Female,19,94396,2,85.99,No
12677,Employee_2677,37,IT,Male,8,101644,4,92.5,No
12678,Employee_2678,59,HR,Female,7,42906,1,87.11,No
12679,Employee_2679,29,Sales,Male,14,88185,2,87.85,No
12680,Employee_2680,55,Finance,Female,33,114591,3,73.05,No
12681,Employee_2681,33,HR,Female,23,28193,3,70.07,No
12682,Employee_2682,35,Marketing,Female,32,111558,5,71.45,No
12683,Employee_2683,38,Finance,Female,26,112192,3,99,No
12684,Employee_2684,53,IT,Female,20,96449,5,73.79,Yes
12685,Employee_2685,26,Finance,Female,4,79042,3,71.33,Yes
12686,Employee_2686,47,Finance,Female,34,74516,3,79.29,No
12687,Employee_2687,43,IT,Female,20,96165,3,87.65,No
12688,Employee_2688,47,Operations,Female,3,45692,5,98.45,No
12689,Employee_2689,54,IT,Female,15,85490,5,91,Yes
12690,Employee_2690,58,Finance,Female,30,48512,4,78.29,No
12691,Employee_2691,34,IT,Male,25,25719,1,98.17,No
12692,Employee_2692,56,Operations,Female,34,70427,1,71.08,No
12693,Employee_2693,28,HR,Male,5,42649,1,99.37,No
12694,Employee_2694,55,IT,Female,32,27402,3,71.76,No
12695,Employee_2695,39,IT,Male,20,117880,1,92.62,No
12696,Employee_2696,50,Finance,Male,15,24216,5,71.36,No
12697,Employee_2697,34,HR,Male,33,46050,4,97.95,No
12698,Employee_2698,40,Sales,Female,14,110808,2,73.26,No
12699,Employee_2699,45,Sales,Female,5,65093,4,71.51,No
12700,Employee_2700,44,Marketing,Female,1,20050,1,96.68,No
12701,Employee_2701,34,IT,Female,23,61716,1,72.87,No
12702,Employee_2702,46,IT,Male,27,17438,5,93.94,No
12703,Employee_2703,58,HR,Female,0,62431,4,92.41,Yes
12704,Employee_2704,43,Operations,Female,0,31760,5,87.97,No
12705,Employee_2705,42,Sales,Female,27,92614,5,81.34,Yes
12706,Employee_2706,39,Marketing,Female,19,31473,2,97.47,No
12707,Employee_2707,23,HR,Female,7,58815,5,96.13,No
12708,Employee_2708,39,IT,Female,0,77460,5,82.79,No
12709,Employee_2709,29,Sales,Female,25,24257,2,76.95,No
12710,Employee_2710,48,Marketing,Female,24,102986,3,78.18,No
12711,Employee_2711,40,Finance,Male,9,40634,3,76.61,Yes
12712,Employee_2712,27,Sales,Male,11,75403,2,86.24,No
12713,Employee_2713,34,Marketing,Female,6,61573,5,96.06,Yes
12714,Employee_2714,29,HR,Female,11,43648,1,93.21,No
12715,Employee_2715,39,Finance,Female,16,107712,4,93.87,No
12716,Employee_2716,34,Marketing,Female,4,63980,1,83.45,No
12717,Employee_2717,58,Marketing,Male,13,25296,1,79.67,No
12718,Employee_2718,56,IT,Male,33,75197,5,92.72,No
12719,Employee_2719,37,Operations,Female,16,36959,4,93.8,No
12720,Employee_2720,50,Sales,Male,34,29570,4,90.86,No
12721,Employee_2721,29,IT,Male,0,50423,3,70.96,Yes
12722,Employee_2722,53,Finance,Female,14,95263,2,87.69,No
12723,Employee_2723,45,Operations,Female,18,32899,5,80.41,No
12724,Employee_2724,34,Marketing,Female,4,50785,4,75.89,No
12725,Employee_2725,31,IT,Male,18,77806,5,90.83,Yes
12726,Employee_2726,55,Operations,Male,4,71963,3,78.06,Yes
12727,Employee_2727,34,Sales,Female,11,92875,1,97.39,No
12728,Employee_2728,50,Finance,Female,18,49341,4,78.94,No
12729,Employee_2729,24,HR,Male,11,20597,3,86.66,No
12730,Employee_2730,24,IT,Male,11,107648,5,94.83,Yes
12731,Employee_2731,48,Finance,Female,17,117230,3,82.06,Yes
12732,Employee_2732,28,HR,Male,33,25244,3,94.86,No
12733,Employee_2733,22,IT,Female,32,18796,3,91.71,No
12734,Employee_2734,42,Finance,Female,17,90589,3,97.63,No
12735,Employee_2735,36,Finance,Male,28,43528,3,79.78,Yes
12736,Employee_2736,49,Operations,Male,4,33648,3,73.15,No
12737,Employee_2737,50,IT,Male,24,98967,2,82.91,No
12738,Employee_2738,32,Finance,Female,23,15535,5,93.57,No
12739,Employee_2739,55,Marketing,Female,28,63469,1,83.51,Yes
12740,Employee_2740,31,IT,Female,32,79912,5,77.86,No
12741,Employee_2741,41,Finance,Female,9,59493,4,70.83,No
12742,Employee_2742,41,Operations,Female,32,87417,4,79.39,No
12743,Employee_2743,25,HR,Female,22,60785,5,91.4,No
12744,Employee_2744,40,HR,Male,10,100017,3,74.43,No
12745,Employee_2745,57,Marketing,Female,23,116377,2,80.23,No
12746,Employee_2746,23,IT,Female,23,81561,1,70.61,No
12747,Employee_2747,53,Operations,Female,6,45869,3,91.65,No
12748,Employee_2748,29,Finance,Female,20,80094,5,96.42,No
12749,Employee_2749,29,Finance,Male,19,115355,5,87.06,No
12750,Employee_2750,24,HR,Female,9,45192,2,70.78,No
12751,Employee_2751,55,Operations,Male,24,84157,2,76.53,No
12752,Employee_2752,37,Marketing,Male,14,111102,5,83.15,No
12753,Employee_2753,54,HR,Female,5,101483,3,87.63,Yes
12754,Employee_2754,44,HR,Female,1,94941,3,84.89,No
12755,Employee_2755,52,Marketing,Male,11,72544,3,97.48,No
12756,Employee_2756,21,IT,Male,3,19403,1,98.16,No
12757,Employee_2757,28,Finance,Female,22,51091,1,73.21,No
12758,Employee_2758,43,IT,Male,12,67510,3,74.15,No
12759,Employee_2759,32,Operations,Female,16,103061,5,80.74,Yes
12760,Employee_2760,32,Sales,Female,30,20017,2,82.64,No
12761,Employee_2761,35,Sales,Male,15,54203,4,87.58,No
12762,Employee_2762,39,Sales,Female,25,71473,2,93.19,No
12763,Employee_2763,46,Marketing,Female,27,67123,2,74.07,No
12764,Employee_2764,49,HR,Female,0,63260,4,94.08,Yes
12765,Employee_2765,42,IT,Male,11,60938,3,88.3,No
12766,Employee_2766,41,Finance,Male,19,72929,2,99.43,No
12767,Employee_2767,58,Sales,Male,1,100265,4,89.54,No
12768,Employee_2768,40,IT,Female,14,108966,5,91.48,No
12769,Employee_2769,49,Sales,Male,21,119120,5,75.86,No
12770,Employee_2770,24,Sales,Male,31,52372,5,93.07,No
12771,Employee_2771,27,Finance,Male,19,116728,3,72.38,No
12772,Employee_2772,48,Operations,Female,32,68252,2,89.7,No
12773,Employee_2773,48,Operations,Female,14,29628,2,71.67,No
12774,Employee_2774,24,Operations,Male,2,27501,1,73.46,No
12775,Employee_2775,42,Marketing,Male,28,45131,5,73.24,Yes
12776,Employee_2776,32,HR,Male,26,104102,3,71.57,No
12777,Employee_2777,23,Marketing,Female,4,104360,4,79.63,No
12778,Employee_2778,42,IT,Male,30,83348,3,99.83,Yes
12779,Employee_2779,22,Marketing,Female,21,113348,2,80.45,No
12780,Employee_2780,44,IT,Female,34,107862,5,92.82,No
12781,Employee_2781,54,IT,Female,6,24402,1,73.97,Yes
12782,Employee_2782,47,HR,Male,5,106861,3,83.63,No
12783,Employee_2783,21,Finance,Male,25,70956,1,75.55,Yes
12784,Employee_2784,28,HR,Female,0,66920,2,75.76,No
12785,Employee_2785,43,Operations,Female,18,41000,4,72.99,No
12786,Employee_2786,58,Operations,Female,6,104795,3,82.96,No
12787,Employee_2787,26,Marketing,Female,11,82462,2,72.27,No
12788,Employee_2788,42,IT,Male,19,81392,5,97.29,Yes
12789,Employee_2789,45,Sales,Male,22,20988,3,83.44,No
12790,Employee_2790,38,Sales,Female,24,89279,1,95.16,Yes
12791,Employee_2791,37,IT,Female,29,71999,3,99.38,No
12792,Employee_2792,32,HR,Female,28,84674,2,90.33,No
12793,Employee_2793,26,Finance,Male,30,96618,2,97.05,No
12794,Employee_2794,46,HR,Female,17,68426,1,74.06,Yes
12795,Employee_2795,47,IT,Male,18,73824,2,94.9,Yes
12796,Employee_2796,28,IT,Female,3,113910,3,78.14,No
12797,Employee_2797,39,Finance,Male,0,89399,1,84.18,Yes
12798,Employee_2798,21,Marketing,Male,14,75659,2,89.4,No
12799,Employee_2799,49,Marketing,Female,7,52790,2,97.11,Yes
12800,Employee_2800,55,Finance,Male,14,110343,3,97.33,No
12801,Employee_2801,34,Marketing,Male,14,37118,2,72.76,No
12802,Employee_2802,55,Sales,Male,21,67025,3,80.94,No
12803,Employee_2803,40,Marketing,Male,17,74938,5,93.8,No
12804,Employee_2804,33,Marketing,Female,15,20149,3,91.09,No
12805,Employee_2805,58,Marketing,Female,1,53079,4,70.79,Yes
12806,Employee_2806,28,Sales,Female,19,17484,2,83.5,No
12807,Employee_2807,40,Marketing,Female,15,70474,5,94.88,Yes
12808,Employee_2808,53,Operations,Female,2,105727,1,92.13,No
12809,Employee_2809,46,Sales,Male,29,63601,4,82.36,No
12810,Employee_2810,59,Finance,Male,1,58809,1,92.05,No
12811,Employee_2811,41,HR,Male,34,35791,4,86.54,No
12812,Employee_2812,29,Finance,Male,25,84343,5,97.38,Yes
12813,Employee_2813,44,HR,Female,4,41648,5,87.61,No
12814,Employee_2814,57,Finance,Female,1,46090,5,82.02,No
12815,Employee_2815,37,Operations,Male,19,105636,4,95.89,Yes
12816,Employee_2816,44,HR,Female,33,111485,3,71.5,No
12817,Employee_2817,41,HR,Male,33,116477,1,97.02,No
12818,Employee_2818,59,IT,Male,19,32857,3,90.89,No
12819,Employee_2819,59,HR,Female,24,77327,3,98.22,Yes
12820,Employee_2820,33,HR,Female,19,108386,2,77.52,No
12821,Employee_2821,31,IT,Female,24,57967,1,90.85,No
12822,Employee_2822,39,Marketing,Female,13,68709,4,94.28,No
12823,Employee_2823,31,Marketing,Female,11,82948,2,91.06,Yes
12824,Employee_2824,33,IT,Female,4,63861,2,76.31,No
12825,Employee_2825,21,Sales,Female,1,83718,5,78.27,No
12826,Employee_2826,39,HR,Male,15,35948,4,87,No
12827,Employee_2827,32,HR,Female,29,48782,3,83.4,No
12828,Employee_2828,28,IT,Male,23,65756,3,92.05,No
12829,Employee_2829,28,IT,Male,29,97789,3,81.36,No
12830,Employee_2830,32,Sales,Female,10,116031,5,95.78,No
12831,Employee_2831,53,Operations,Male,13,83388,3,82.96,No
12832,Employee_2832,46,Marketing,Female,22,99528,1,71.2,No
12833,Employee_2833,59,Finance,Male,15,81809,3,70.52,No
12834,Employee_2834,48,Operations,Male,20,22649,3,89.4,No
12835,Employee_2835,25,Marketing,Male,3,44002,1,86.22,No
12836,Employee_2836,28,HR,Female,32,49723,5,86.28,Yes
12837,Employee_2837,45,Operations,Male,13,89314,2,93.7,Yes
12838,Employee_2838,47,IT,Male,18,105312,4,81.27,No
12839,Employee_2839,43,Sales,Male,4,85085,5,99.86,No
12840,Employee_2840,50,Marketing,Female,30,96399,3,98.37,Yes
12841,Employee_2841,43,Sales,Male,17,26809,2,70.39,No
12842,Employee_2842,40,Marketing,Female,30,73169,4,96.87,Yes
12843,Employee_2843,38,Operations,Male,29,23302,4,90.42,No
12844,Employee_2844,38,HR,Male,20,23100,4,85.06,Yes
12845,Employee_2845,22,Finance,Male,29,83447,1,87.48,No
12846,Employee_2846,24,Sales,Female,3,92627,1,95.26,Yes
12847,Employee_2847,50,Sales,Male,4,89635,2,98.53,No
12848,Employee_2848,53,Finance,Male,9,70020,3,86.81,No
12849,Employee_2849,56,Sales,Male,26,20663,2,75.44,No
12850,Employee_2850,38,Sales,Male,15,110440,3,89.19,No
12851,Employee_2851,57,Marketing,Female,29,108827,5,72.29,No
12852,Employee_2852,39,Marketing,Male,12,59649,4,89.05,Yes
12853,Employee_2853,48,Finance,Male,20,62136,4,94.26,No
12854,Employee_2854,40,HR,Male,14,51104,1,80.6,No
12855,Employee_2855,53,Operations,Male,19,54137,5,72.14,No
12856,Employee_2856,32,Operations,Female,19,17534,5,90.77,No
12857,Employee_2857,35,Sales,Male,4,82762,3,80.18,No
12858,Employee_2858,59,HR,Male,31,67445,5,77.47,No
12859,Employee_2859,22,Finance,Female,5,24585,1,90.68,No
12860,Employee_2860,49,Finance,Male,29,107796,3,99.09,Yes
12861,Employee_2861,30,Marketing,Male,25,107947,2,92.36,No
12862,Employee_2862,22,Sales,Male,12,113470,3,84.74,Yes
12863,Employee_2863,31,IT,Female,28,91438,2,88.02,Yes
12864,Employee_2864,33,Finance,Male,4,51392,3,74.27,Yes
12865,Employee_2865,30,Sales,Female,24,99267,4,94.4,No
12866,Employee_2866,34,HR,Female,12,98324,2,88.13,No
12867,Employee_2867,38,Marketing,Female,23,46126,1,98.97,No
12868,Employee_2868,29,Operations,Female,30,57485,2,99.38,No
12869,Employee_2869,59,HR,Female,19,60798,2,80.64,No
12870,Employee_2870,48,Finance,Female,7,83310,3,99.66,Yes
12871,Employee_2871,23,Finance,Female,8,24017,4,98.71,No
12872,Employee_2872,40,HR,Male,20,40700,3,89.19,No
